EntrezGeneID,EntrezGeneSymbol,UniProt
81793,TLR10,Q9BXR5
81796,SLCO5A1,Q9H2Y9
81831,NETO2,Q8NC67
81832,NETO1,Q8TDF5
81833,SPACA1,Q9HBV2
81839,VANGL1,Q8TAA9
81847,RNF146,Q9NTX7
81849,ST6GALNAC5,Q9BVH7
81858,SHARPIN,Q9H0F6
81876,RAB1B,Q9H0U4
81889,FAHD1,Q6P587
81890,QTRT1,Q9BXR0
81928,CABLES2,Q9BTV7
83394,PITPNM3,Q9BZ71
83416,FCRL5,Q96RD9
83417,FCRL4,Q96PJ5
83440,ADPGK,Q9BRR6
83442,SH3BGRL3,Q9H299
83468,GLT8D2,Q9H1C3
83475,DOHH,Q9BU89
83478,ARHGAP24,Q8N264
83483,PLVAP,Q9BX97
83538,TTC25,Q96NG3
83539,CHST9,Q7L1S5
83541,FAM110A,Q9BQ89
83543,AIF1L,Q9BQI0
83547,RILP,Q96NA2
83549,UCK1,Q9HA47
83550,GPR101,Q96P66
83552,MFRP,Q9BY79
83590,TMUB1,Q9BVT8
83591,THAP2,Q9H0W7
83593,RASSF5,Q8WWW0
83594,NUDT12,Q9BQG2
83605,CCM2,Q9BSQ5
83606,GUCD1,Q96NT3
83607,AMMECR1L,Q6DCA0
83638,C11orf68,Q9H3H3
83657,DYNLRB2,Q8TF09
83658,DYNLRB1,Q9NP97
83660,TLN2,Q9Y4G6
83692,CD99L2,Q8TCZ2
83698,CALN1,Q9BXU9
83699,SH3BGRL2,Q9UJC5
83700,JAM3,Q9BX67
83706,FERMT3,Q86UX7
83707,TRPT1,Q86TN4
83715,None,B1AK53
83716,CRISPLD2,Q9H0B8
83733,SLC25A18,Q9H1K4
83737,ITCH,Q96J02
83746,L3MBTL2,Q969R5
83758,RBP5,P82980
83787,ARMC10,Q8N2F6
83886,PRSS27,Q9BQR3
83890,SPATA9,Q9BWV2
83892,KCTD10,Q9H3F6
83939,EIF2A,Q9BY44
83940,TATDN1,Q6P1N9
83941,TM2D1,Q9BX74
83942,TSSK1B,Q9BXA7
83943,IMMP2L,Q96T52
83953,FCAMR,Q8WWV6
83988,NCALD,P61601
83989,FAM172A,Q8WUF8
83998,REG4,Q9BYZ8
83999,KREMEN1,Q96MU8
84056,KATNAL1,Q9BW62
84062,DTNBP1,Q96EV8
84063,KIRREL2,Q6UWL6
84064,HDHD2,Q9H0R4
84079,ANKRD27,Q96NW4
84100,ARL6,Q9H0F7
84102,SLC41A2,Q96JW4
84105,PCBD2,Q9H0N5
84133,ZNRF3,Q9ULT6
84142,ABRAXAS1,Q6UWZ7
84164,ASCC2,Q9H1I8
84168,ANTXR1,Q9H6X2
84189,SLITRK6,Q9H5Y7
84193,SETD3,Q86TU7
84197,POMK,Q9H5K3
84221,SPATC1L,Q9H0A9
84245,MRI1,Q9BV20
84246,MED10,Q9BTT4
84247,RTL6,Q6ICC9
84249,PSD2,Q9BQI7
84254,CAMKK1,Q8N5S9
84259,DCUN1D5,Q9BTE7
84262,PSMG3,Q9BT73
84263,HSDL2,Q6YN16
84264,HAGHL,Q6PII5
84268,RPAIN,Q86UA6
84270,CARD19,Q96LW7
84274,COQ5,Q5HYK3
84277,DNAJC30,Q96LL9
84285,EIF1AD,Q8N9N8
84290,CAPNS2,Q96L46
84293,PRXL2A,Q9BRX8
84295,PHF6,Q8IWS0
84301,DDI2,Q5TDH0
84309,NUDT16L1,Q9BRJ7
84312,BRMS1L,Q5PSV4
84313,VPS25,Q9BRG1
84317,CCDC115,Q96NT0
84320,ACBD6,Q9BR61
84326,METTL26,Q96S19
84328,LZIC,Q8WZA0
84335,AKT1S1,Q96B36
84342,COG8,Q96MW5
84364,ARFGAP2,Q8N6H7
84417,ECRG4,Q9H1Z8
84419,NMES1,Q9C002
84432,PROK1,P58294
84444,DOT1L,Q8TEK3
84457,PHYHIPL,Q96FC7
84461,NEURL4,Q96JN8
84466,MEGF10,Q96KG7
84502,JPH4,Q96JJ6
84514,GHDC,Q8N2G8
84524,ZC3H8,Q8N5P1
84525,HOPX,Q9BPY8
84548,TMEM185A,Q8NFB2
84557,MAP1LC3A,Q9H492
84570,COL25A1,Q9BXS0
84572,GNPTG,Q9UJJ9
84620,ST6GAL2,Q96JF0
84623,KIRREL3,Q8IZU9
84631,SLITRK2,Q9H156
84632,AFAP1L2,Q8N4X5
84639,IL1F10,Q8WWZ1
84645,C22orf23,Q9BZE7
84647,PLA2G12B,Q9BX93
84651,SPINK7,P58062
84661,DPY30,Q9C005
84666,RETNLB,Q9BQ08
84675,TRIM55,Q9BYV6
84681,HINT2,Q9BX68
84687,PPP1R9B,Q96SB3
84690,SPATA22,Q8NHS9
84693,MCEE,Q96PE7
84695,LOXL3,P58215
84701,COX4I2,Q96KJ9
84706,GPT2,Q8TD30
84707,BEX2,Q9BXY8
84708,LNX1,Q8TBB1
84717,HDGFL2,Q7Z4V5
84733,CBX2,Q14781
84735,CNDP1,Q96KN2
84747,UNC119B,A6NIH7
84749,USP30,Q70CQ3
84750,FUT10,Q6P4F1
84766,CRACR2A,Q9BSW2
84787,KMT5C,Q86Y97
84807,NFKBID,Q8NI38
84816,RTN4IP1,Q8WWV3
84818,IL17RC,Q8NAC3
84823,LMNB2,Q03252
84824,FCRLA,Q7L513
84836,ABHD14B,Q96IU4
84864,RIOX2,Q8IUF8
84866,TMEM25,Q86YD3
84868,HAVCR2,Q8TDQ0
84869,CBR4,Q8N4T8
84870,RSPO3,Q9BXY4
84886,C1orf198,Q9H425
84892,POMGNT2,Q8NAT1
84894,LINGO1,Q96FE5
84896,ATAD1,Q8NBU5
84898,PLXDC2,Q6UX71
84910,TMEM87B,Q96K49
84911,ZNF382,Q96SR6
84918,LRP11,Q86VZ4
84924,ZNF566,Q969W8
84929,FIBCD1,Q8N539
84932,RAB2B,Q8WUD1
84938,ATG4C,Q96DT6
84939,PWWP3A,Q2TAK8
84941,HSH2D,Q96JZ2
84947,SERAC1,Q96JX3
84951,TNS4,Q8IZW8
84957,RELT,Q969Z4
84958,SYTL1,Q8IYJ3
84959,UBASH3B,Q8TF42
84991,RBM17,Q96I25
84993,UBL7,Q96S82
85002,FAM86B1,Q8N7N1
85004,RERG,Q96A58
85012,TCEAL3,Q969E4
85016,CFAP300,Q9BRQ4
85027,SMIM3,Q9BZL3
85236,H2BC12,O60814
85318,BAGE3,Q86Y29
85319,BAGE2,Q86Y30
85352,SHISAL1,Q3SXP7
85358,SHANK3,Q9BYB0
85363,TRIM5,Q9C035
85365,ALG2,Q9H553
85377,MICALL1,Q8N3F8
85397,RGS8,P57771
85409,NKD2,Q969F2
85413,SLC22A16,Q86VW1
85415,RHPN2,Q8IUC4
85443,DCLK3,Q9C098
85458,DIXDC1,Q155Q3
85477,SCIN,Q9Y6U3
85479,DNAJC5B,Q9UF47
85480,TSLP,Q969D9
85569,GALP,Q9UBC7
85865,GTPBP10,A4D1E9
87178,PNPT1,Q8TCS8
89766,UMODL1,Q5DID0
89780,WNT3A,P56704
89848,FCHSD1,Q86WN1
89853,MVB12B,Q9H7P6
89858,SIGLEC12,Q96PQ1
89885,FATE1,Q969F0
89886,SLAMF9,Q96A28
89927,BMERB1,Q96MC5
89932,PAPLN,O95428
90019,SYT8,Q8NBV8
90121,TSR2,Q969E8
90161,HS6ST2,Q96MM7
90187,EMILIN3,Q9NT22
90199,WFDC8,Q8IUA0
90231,KIAA2013,Q8IYS2
90249,UNC5A,Q6ZN44
90268,OTULIN,Q96BN8
90273,CEACAM21,Q3KPI0
90293,KLHL13,Q9P2N7
90313,TP53I13,Q8NBR0
90316,TGIF2LX,Q8IUE1
90324,CCDC97,Q96F63
90410,IFT20,Q8IY31
90427,BMF,Q96LC9
90480,GADD45GIP1,Q8TAE8
90523,MLIP,Q5VWP3
90639,COX19,Q49B96
90655,TGIF2LY,Q8IUE0
90678,LRSAM1,Q6UWE0
90693,CCDC126,Q96EE4
90843,TCEAL8,Q8IYN2
90861,JPT2,Q9H910
90952,ESAM,Q96AP7
90993,CREB3L1,Q96BA8
91012,CERS5,Q8N5B7
91050,CCDC149,Q6ZUS6
91179,SCARF2,Q96GP6
91181,NUP210L,Q5VU65
91369,ANKRD40,Q6AI12
91419,ATP23,Q9Y6H3
91461,PKDCC,Q504Y2
91522,COL23A1,Q86Y22
91574,C12orf65,Q9H3J6
91584,PLXNA4,Q9HCM2
91653,BOC,Q9BWV1
91683,SYT12,Q8IV01
91703,ACY3,Q96HD9
91734,IDI2,Q9BXS1
91746,YTHDC1,Q96MU7
91851,CHRDL1,Q9BU40
91937,TIMD4,Q96H15
91942,NDUFAF2,Q8N183
91966,EOLA1,Q8TE69
92129,RIPPLY1,Q0D2K3
92154,MTSS2,Q765P7
92181,UBTD2,Q8WUN7
92211,CDHR1,Q96JP9
92241,RCSD1,Q6JBY9
92291,CAPN13,Q6MZZ7
92293,TMEM132C,Q8N3T6
92304,SCGB3A1,Q96QR1
92344,GORAB,Q5T7V8
92370,PXYLP1,Q8TE99
92399,MRRF,Q96E11
92400,RBM18,Q96H35
92521,SPECC1,Q5M775
92558,BICDL1,Q6ZP65
92565,FANK1,Q8TC84
92597,MOB1B,Q7L9L4
92609,TIMM50,Q3ZCQ8
92610,TIFA,Q96CG3
92675,DTD1,Q8TEA8
92715,DPH7,Q9BTV6
92737,DNER,Q8NFT8
92747,BPIFB1,Q8TDL5
92799,SHKBP1,Q8TBC3
92815,H2AW,Q7L7L0
92822,ZNF276,Q8N554
92906,HNRNPLL,Q8WVV9
92912,UBE2Q2,Q8WVN8
92949,ADAMTSL1,Q8N6G6
93058,COQ10A,Q96MF6
93081,TEX30,Q5JUR7
93099,DMKN,Q6E0U4
93107,KCNG4,Q8TDN1
93145,OLFM2,O95897
93185,IGSF8,Q969P0
93273,LEMD1,Q68G75
93377,OPALIN,Q96PE5
93380,MMGT1,Q8N4V1
93664,CADPS2,Q86UW7
93974,ATP5IF1,Q9UII2
93978,CLEC6A,Q6EIG7
94025,MUC16,Q8WXI7
94030,LRRC4B,Q9NT99
94032,CAMK2N2,Q96S95
94033,FTMT,Q8N4E7
94056,SYAP1,Q96A49
94097,SFXN5,Q8TD22
94121,SYTL4,Q96C24
94274,PPP1R14A,Q96A00
103910,MYL12B,O14950
112398,EGLN2,Q96KS0
112399,EGLN3,Q9H6Z9
112476,PRRT2,Q7Z6L0
112483,SAT2,Q96F10
112487,DTD2,Q96FN9
112609,MRAP2,Q96G30
112724,RDH13,Q8NBN7
112744,IL17F,Q96PD4
112755,STX1B,P61266
112802,KRT71,Q3SY84
112812,FDX2,Q6P4F2
112817,HOGA1,Q86XE5
112849,L3HYPDH,Q96EM0
112869,SGF29,Q96ES7
112936,VPS26B,Q4G0F5
112942,CFAP36,Q96G28
112970,KTI12,Q96EK9
113026,PLCD3,Q8N3E9
113091,PTH2,Q96A98
113177,IZUMO4,Q1ZYL8
113189,CHST14,Q8NCH0
113201,GOLM2,Q6P4E1
113277,TMEM106A,Q96A25
113675,SDSL,Q96GA7
113791,PIK3IP1,Q96FE7
113802,HENMT1,Q5T8I9
114088,TRIM9,Q9C026
114131,UCN3,Q969E3
114132,SIGLEC11,Q96RL6
114336,CGB2,Q6NT52
114609,TIRAP,P58753
114625,ERMAP,Q96PL5
114757,CYGB,Q8WWM9
114770,PGLYRP2,Q96PD5
114771,PGLYRP3,Q96LB9
114784,CSMD2,Q7Z408
114794,ELFN2,Q5R3F8
114795,TMEM132B,Q14DG7
114798,SLITRK1,Q96PX8
114803,MYSM1,Q5VVJ2
114805,GALNT13,Q8IUC8
114815,SORCS1,Q8WY21
114836,SLAMF6,Q96DU3
114876,OSBPL1A,Q9BXW6
114883,OSBPL9,Q96SU4
114885,OSBPL11,Q9BXB4
114897,C1QTNF1,Q9BXJ1
114899,C1QTNF3,Q9BXJ4
114900,C1QTNF4,Q9BXJ3
114902,C1QTNF5,Q9BXJ0
114932,MRFAP1L1,Q96HT8
114971,PTPMT1,Q8WUK0
114990,VASN,Q6EMK4
115024,NT5C3B,Q969T7
115106,HAUS1,Q96CS2
115111,SLC26A7,Q8TE54
115201,ATG4A,Q8WYN0
115350,FCRL1,Q96LA6
115352,FCRL3,Q96P31
115362,GBP5,Q96PP8
115557,ARHGEF25,Q86VW2
115650,TNFRSF13C,Q96RJ3
115653,KIR3DL3,Q8N743
115761,ARL11,Q969Q4
115811,IQCD,Q96DY2
115827,RAB3C,Q96E17
115908,CTHRC1,Q96CG8
115939,TSR3,Q9UJK0
116068,LYSMD3,Q7Z3D4
116113,FOXP4,Q8IVH2
116115,ZNF526,Q8TF50
116135,LRRC3B,Q96PB8
116362,RBP7,Q96R05
116372,LYPD1,Q8N2G4
116379,IL22RA2,Q969J5
116442,RAB39B,Q96DA2
116448,OLIG1,Q8TAK6
116449,CLNK,Q7Z7G1
116461,TSEN15,Q8WW01
116519,APOA5,Q6Q788
116729,PPP1R27,Q86WC6
116842,LEAP2,Q969E1
116969,ART5,Q96L15
116986,AGAP2,Q99490
116988,AGAP3,Q96P47
117143,TADA1,Q96BN2
117145,THEM4,Q5T1C6
117157,SH2D1B,O14796
117166,WFIKKN1,Q96NZ8
117285,DEFB118,Q96PH6
117579,RLN3,Q8WXF3
117584,RFFL,Q8WZ73
118426,BORCS5,Q969J3
118427,OLFM3,Q96PB7
118429,ANTXR2,P58335
118430,MUCL1,Q96DR8
118788,PIK3AP1,Q6ZUJ8
118813,ZFYVE27,Q5T4F4
118881,COMTD1,Q86VU5
119180,LYZL2,Q7Z4W2
120379,PIH1D2,Q8WWB5
120425,JAML,Q86YT9
120892,LRRK2,Q5S007
120939,TMEM52B,Q4KMG9
121227,LRIG3,Q6UXM1
121256,TMEM132D,Q14C87
121355,GTSF1,Q8WW33
121506,ERP27,Q96DN0
121642,ALKBH2,Q6NS38
121793,TEX29,Q8N6K0
122011,CSNK1A1L,Q8N752
122553,TRAPPC6B,Q86SZ2
122622,ADSS1,Q8N142
122664,TPPP2,P59282
122704,MRPL52,Q86TS9
122953,JDP2,Q8WYK2
123207,C15orf40,Q8WUR7
123228,SENP8,Q96LD8
123688,HYKK,A2RU49
123803,NTAN1,Q96AB6
123811,CEP20,Q96NB1
123879,DCUN1D3,Q8IWE4
123904,NRN1L,Q496H8
124045,SPATA33,Q96N06
124220,ZG16B,Q96DA0
124359,CDYL2,Q8N8U2
124401,ANKS3,Q6ZW76
124540,MSI2,Q96DH6
124583,CANT1,Q8WVQ1
124599,CD300LB,A8K4G0
124626,ZPBP2,Q6X784
124641,OVCA2,Q8WZ82
124790,HEXIM2,Q96MH2
124801,LSM12,Q3MHD2
124808,CCDC43,Q96MW1
124857,WFIKKN2,Q8TEU8
124912,SPACA3,Q8IXA5
124936,CYB5D2,Q8WUJ1
124944,BAP18,Q8IXM2
124995,MRPL10,Q7Z7H8
125150,ZSWIM7,Q19AV6
125228,FAM210A,Q96ND0
125704,DIPK1C,Q0P6D2
125931,CEACAM20,Q6UY09
126003,TRAPPC5,Q8IUR0
126014,OSCAR,Q8IYS5
126259,TMIGD2,Q96BF3
126364,LRRC25,Q8N386
126382,NR2C2AP,Q86WQ0
126393,HSPB6,O14558
126695,KDF1,Q8NAX2
126792,B3GALT6,Q96L58
127018,LYPLAL1,Q5VWZ2
127253,TYW3,Q6IPR3
127294,MYOM3,Q5VTT5
127829,ARL8A,Q96BM9
127833,SYT2,Q8N9I0
127943,FCRLB,Q6BAA4
128240,NAXE,Q8NCW5
128308,MRPL55,Q7Z7F7
128312,H2BU1,Q8N257
128346,C1orf162,Q8NEQ5
128387,TATDN3,Q17R31
128434,VSTM2L,Q96N03
128637,TBC1D20,Q96BZ9
128817,CSTL1,Q9H114
128853,DUSP15,Q9H1R2
129080,EMID1,Q96A84
129138,ANKRD54,Q6NXT1
129293,TRABD2A,Q86V40
129450,TYW5,A2RUC4
129521,NMS,Q5H8A3
129530,LYG1,Q8N1E2
129531,MITD1,Q8WV92
129684,CNTNAP5,Q8WYK1
129804,FBLN7,Q53RD9
129852,C2orf73,Q8N5S3
130120,REG3G,Q6UW15
130502,TTC32,Q5I0X7
130617,ZFAND2B,Q8WV99
130951,M1AP,Q8TC57
131118,DNAJC19,Q96DA6
131177,FAM3D,Q96BQ1
131368,ZPLD1,Q8TCW7
131377,KLHL40,Q2TBA0
131450,CD200R1,Q8TD46
131578,LRRC15,Q8TF66
131870,NUDT16,Q96DE0
132014,IL17RE,Q8NFR9
132141,IQCF1,Q8N6M8
132160,PPM1M,Q96MI6
132203,SNTN,A6NMZ2
132720,FAM241A,Q8N8J7
132724,TMPRSS11B,Q86T26
132946,ARL9,Q6T311
132954,PDCL2,Q8N4E4
132989,C4orf36,Q96KX1
133121,ENPP6,Q6UWR7
133396,IL31RA,Q8NI17
133584,EGFLAM,Q63HQ2
133686,NADK2,Q4G0N4
133690,CAPSL,Q8WWF8
134147,CMBL,Q96DG6
134265,AFAP1L1,Q8TED9
134492,NUDCD2,Q8WVJ2
134510,UBLCP1,Q8WVY7
134526,ACOT12,Q8WYK0
134637,ADAT2,Q7Z6V5
135112,NCOA7,Q8NI08
135154,SDHAF4,Q5VUM1
135228,CD109,Q6YHK3
135644,TRIM40,Q6P9F5
136242,PRSS37,A4D1T9
136263,SSMEM1,Q8WWF3
137392,FAM92A,A1XBS5
137886,UBXN2B,Q14CS0
137902,PXDNL,A1KZ92
137970,UNC5D,Q6UXZ4
138046,RALYL,Q86SE5
138199,CARNMT1,Q8N4J0
138307,LCN8,Q6JVE9
138715,ARID3C,A6NKF2
138716,RPP25L,Q8N5L8
139065,SLITRK4,Q8IW52
139067,SPANXN3,Q5MJ09
139341,FUNDC1,Q8IVP5
139422,MAGEB10,Q96LZ2
139596,UPRT,Q96BW1
140461,ASB8,Q9H765
140462,ASB9,Q96DX5
140465,MYL6B,P14649
140576,S100A16,Q96FQ6
140596,DEFB104A,Q8WTQ1
140597,TCEAL2,Q9H3H9
140606,SELENOM,Q8WWX9
140609,NEK7,Q8TDX7
140683,BPIFA2,Q96DR5
140686,WFDC3,Q8IUB2
140689,CBLN4,Q9NTU7
140711,TLDC2,A0PJX2
140732,SUN5,Q8TC36
140733,MACROD2,A1Z1Q3
140735,DYNLL2,Q96FJ2
140739,UBE2F,Q969M7
140767,NRSN1,Q8IZ57
140807,KRT72,Q14CN4
140809,SRXN1,Q9BYN0
140832,WFDC10A,Q9H1F0
140838,NANP,Q8TBE9
140850,DEFB127,Q9H1M4
140862,None,B1AKI9
140870,WFDC6,Q9BQY6
140873,C20orf173,Q96LM9
140881,DEFB129,Q9H1M3
140885,SIRPA,P78324
140886,PABPC5,Q96DU9
142679,DUSP19,Q8WTR2
142940,TRUB1,Q8WWH5
143098,MPP7,Q5T2T1
143187,VTI1A,Q96AJ9
143282,FGFBP3,Q8TAT2
143425,SYT9,Q86SS6
143458,LDLRAD3,Q86YD5
143678,None,C9JXX5
143888,POGLUT3,Q7Z4H8
143903,LAYN,Q6UX15
143941,TTC36,A6NLP5
144100,PLEKHA7,Q6IQ23
144233,BCDIN3D,Q7Z5W3
144568,A2ML1,A8K2U0
144811,LACC1,Q8IV20
145173,B3GLCT,Q6Y288
145226,RDH12,Q96NR8
145264,SERPINA12,Q8IW75
145497,LRRC74A,Q0VAA2
145553,MDP1,Q86V88
145581,LRFN5,Q96NI6
145645,TERB2,Q8NHR7
145748,LYSMD4,Q5XG99
145942,TMCO5A,Q8N6Q1
145957,NRG4,Q8WWG1
146223,CMTM4,Q8IZR5
146433,IL34,Q6ZMJ4
146562,C16orf71,Q8IYS4
146691,TOM1L2,Q6ZVM7
146705,TEPSIN,Q96N21
146722,CD300LF,Q8TDQ1
146760,RTN4RL1,Q86UN2
146894,CD300LG,Q6UXG3
147111,NOTUM,Q6P988
147381,CBLN2,Q8IUK8
147409,DSG4,Q86SJ6
147495,APCDD1,Q8J025
147645,VSIG10L,Q86VR7
147646,None,I3L1E1
147664,ERVV-1,B6SEH8
147685,C19orf18,Q8NEA5
147700,KLC3,Q6P597
147741,ZNF560,Q96MR9
147744,TMEM190,Q8WZ59
147945,NLRP4,Q96MN2
148014,TTC9B,Q8N6N2
148113,CILP2,Q8IUL8
148252,DIRAS1,O95057
148281,SYT6,Q5T7P8
148327,CREB3L4,Q8TEY5
148362,BROX,Q5VW32
148738,HJV,Q6ZVN8
149233,IL23R,Q5VWK5
149466,C1orf210,Q8IVY1
149473,CCDC24,Q8N4L8
149708,WFDC5,Q8TCV5
149951,COMMD7,Q86VX2
150248,C22orf15,Q8WYQ4
150274,HSCB,Q8IWL3
150280,HORMAD2,Q8N7B1
150290,DUSP18,Q8NEJ0
150368,PHETA2,Q6ICB4
150465,TTL,Q8NG68
150684,COMMD1,Q8N668
150771,ITPRIPL1,Q6GPH6
151011,SEPTIN10,Q9P0V9
151195,CCNYL1,Q8N7R7
151278,CCDC140,Q96MF4
151354,LRATD1,Q96KN4
151449,GDF7,Q7Z4P5
151516,ASPRV1,Q53RT3
151531,UPP2,O95045
151636,DTX3L,Q8TDB6
151647,TAFA4,Q96LR4
151742,PPM1L,Q5SGD2
151887,CCDC80,Q76M96
151888,BTLA,Q7Z6A9
151963,MB21D2,Q8IYB1
152002,XXYLT1,Q8NBI6
152007,GLIPR2,Q9H4G4
152015,ROPN1B,Q9BZX4
152078,SLC66A1L,A1A4F0
152137,CCDC50,Q8IVM0
152330,CNTN4,Q8IWV2
152404,IGSF11,Q5DX21
152831,KLB,Q86Z14
153218,SPINK13,Q1W4C9
153339,TMEM167A,Q8TBQ9
153364,MBLAC2,Q68D91
153443,SRFBP1,Q8NEF9
153562,MARVELD2,Q8N4S9
153571,C5orf38,Q86SI9
153579,BTNL9,Q6UXG8
153642,ARSK,Q6UWY0
154064,RAET1L,Q5VY80
154150,HDGFL1,Q5TGJ6
154467,CCDC167,Q9P0B6
154743,BMT2,Q1RMZ1
154790,CLEC2L,P0C7M8
154796,AMOT,Q4VCS5
154881,KCTD7,Q96MP8
155465,AGR3,Q8TD06
157506,RDH10,Q8IZV5
157567,ANKRD46,Q86W74
157638,LRATD2,Q96KN1
158326,FREM1,Q5H8C1
158399,ZNF483,Q8TF39
158511,CSAG1,Q6PB30
158584,FAAH2,Q6GMR7
158763,ARHGAP36,Q6ZRI8
159013,CXorf38,Q8TB03
160065,PATE1,Q8WXA2
160364,CLEC12A,Q5QGZ9
160728,SLC5A8,Q8N695
161357,MDGA2,Q7Z553
161742,SPRED1,Q7Z699
161829,EXD1,Q8NHP7
162417,NAGS,Q8N159
162466,PHOSPHO1,Q8TCT1
162681,LAS2,Q8IYD9
163351,GBP6,Q6ZN66
163590,TOR1AIP2,Q8NFQ8
163702,IFNLR1,Q8IU57
164237,WFDC13,Q8IUB5
164633,CABP7,Q86V35
164656,TMPRSS6,Q8IU80
165215,FAM171B,Q6P995
165257,C1QL2,Q7Z5L3
165721,DNAJB8,Q8NHS0
166378,SPATA5,Q8NB90
166863,RBM46,Q8TBY0
167555,FAM151B,Q6UXP7
167681,PRSS35,Q8N3Z0
168537,GIMAP7,Q8NHV1
168667,BMPER,Q8N8U9
169714,QSOX2,Q6ZRP7
169981,SPIN3,Q5JUX0
170384,FUT11,Q495W5
170392,OIT3,Q8WWZ8
170394,PWWP2B,Q6NUJ5
170482,CLEC4C,Q8WTT0
170589,GPHA2,Q96T91
170591,S100Z,Q8WXG8
170622,COMMD6,Q7Z4G1
170685,NUDT10,Q8NFP7
170689,ADAMTS15,Q8TE58
171425,CLYBL,Q8N0X4
171483,FAM9B,Q8IZU0
192134,B3GNT6,Q6ZMB0
192669,AGO3,Q9H9G7
192683,SCAMP5,Q8TAC9
196051,PLPP4,Q5VZY2
196383,RILPL2,Q969X0
196463,PLBD2,Q8NHP8
196483,EEF2KMT,Q96G04
196500,PIANP,Q8IYJ0
196513,DCP1B,Q8IZD4
196541,METTL21C,Q5VZV1
196740,VSTM4,Q8IW00
196792,FAM24B,Q8N5W8
197021,LCTL,Q6UWM7
197370,NSMCE1,Q8WV22
199675,MCEMP1,Q8IX19
200081,TXLNA,P40222
200150,PLD5,Q8N7P1
200172,SLFNL1,Q499Z3
200312,RNF215,Q9Y6U7
200845,KCTD6,Q8NC69
201134,CEP112,Q8N8E3
201161,CENPV,Q7Z7K6
201294,UNC13D,Q70J99
201633,TIGIT,Q495A1
201799,TMEM154,Q6P9G4
201965,RWDD4,Q6NW29
202051,SPATA24,Q86W54
202052,DNAJC18,Q9H819
202559,KHDRBS2,Q5VWX1
203062,TSNARE1,Q96NA8
203102,ADAM32,Q8TC27
203190,LGI3,Q8N145
203245,NAIF1,Q69YI7
203328,SUSD3,Q96L08
203413,CT83,Q5H943
204474,PDILT,Q8N807
219333,USP12,O75317
219402,MTIF3,Q9H2K0
219681,ARMC3,Q5W041
219699,UNC5B,Q8IZJ1
219738,FAM241B,Q96D05
219899,TBCEL,Q5QJ74
219927,MRPL21,Q7Z2W9
219970,GLYATL2,Q8WU03
219990,OOSP2,Q86WS3
220064,LTO1,Q8WV07
220134,SKA1,Q96BD8
220296,HEPACAM,Q14CZ8
220323,OAF,Q86UD1
220388,CCDC89,Q8N998
221044,UCMA,Q8WVF2
221061,FAM171A1,Q5VUB5
221078,NSUN6,Q8TEA1
221079,ARL5B,Q96KC2
221120,ALKBH3,Q96Q83
221143,EEF1AKMT1,Q8WVE0
221154,MICU2,Q8IYU8
221188,ADGRG5,Q8IZF4
221294,NT5DC1,Q5TFE4
221303,FAM162B,Q5T6X4
221336,BEND6,Q5SZJ8
221395,ADGRF5,Q8IZF2
221472,FGD2,Q7Z6J4
221477,C6orf89,Q6UWU4
221613,H2AC1,Q96QV6
221662,RBM24,Q9BX46
221710,SMIM13,P0DJ93
221914,GPC2,Q8N158
221927,BRAT1,Q6PJG6
221981,THSD7A,Q9UPZ6
222068,TMED4,Q7Z7H5
222171,PRR15,Q8IV56
222223,ELAPOR2,A8MWY0
222236,NAPEPLD,Q6IQ20
222256,CDHR3,Q6ZTQ4
222611,ADGRF2,Q8IZF7
222663,SCUBE3,Q8IX30
245812,CNPY4,Q8N129
245909,DEFB106A,Q8N104
245910,DEFB107A,Q8IZN7
245911,DEFB108B,Q8NET1
245913,DEFB110,Q30KQ9
245915,DEFB112,Q30KQ8
245927,DEFB113,Q30KQ7
245929,DEFB115,Q30KQ5
245930,DEFB116,Q30KQ4
245932,DEFB119,Q8N690
245934,DEFB121,Q5J5C9
245938,DEFB125,Q8N687
245939,DEFB128,Q7Z7B8
245973,ATP6V1C2,Q8NEY4
246100,CTAG1A,P78358
246243,RNASEH1,O60930
252839,TMEM9,Q9P0T7
252969,NEIL2,Q969S2
252983,STXBP4,Q6ZWJ1
253012,HEPACAM2,A8MVW5
253175,CDY1,Q9Y6F8
253559,CADM2,Q8N3J6
253827,MSRB3,Q8IXL7
254042,METAP1D,Q6UB28
254251,LCORL,Q8N3X6
254272,TBC1D28,Q2M2D7
254295,PHYHD1,Q5SRE7
254773,LYG2,Q86SG7
255057,CBARP,Q8N350
255061,TAC4,Q86UU9
255738,PCSK9,Q8NBP7
255743,NPNT,Q6UXI9
255798,SMCO1,Q147U7
255919,CNEP1R1,Q8N9A8
256076,COL6A5,A8TX70
256281,NUDT14,O95848
256302,NATD1,Q8N6N6
256356,GK5,Q6ZS86
256394,SERPINA11,Q86U17
256435,ST6GALNAC3,Q8NDV1
256691,MAMDC2,Q7Z304
256979,SUN3,Q8TAQ9
257106,ARHGAP30,Q7Z6I6
257194,NEGR1,Q7Z3B1
257313,UTS2B,Q765I0
258010,SVIP,Q8NHG7
259197,NCR3,O14931
259239,WFDC11,Q8NEX6
259307,IL4I1,Q96RQ9
260434,PYDC1,Q8WXC3
260436,FDCSP,Q8NFU4
261726,TIPRL,O75663
266722,HS6ST3,Q8IZP7
266727,MDGA1,Q8NFP4
