Module,SOMAmer,SYMBOL,ENTREZID
green,X18337.4,GMDS,2762
green,X18339.207,PSMB3,5691
green,X18340.2,PSMB4,5692
green,X18342.2,PSAT1,29968
green,X18347.15,LAMA2|LAMB1|LAMC1,NA
green,X18382.109,COMT,1312
green,X18386.36,GLRX,2745
green,X18392.19,MAT2B,27430
green,X18397.5,AKR1C4,1109
green,X18407.36,ARL2BP,23568
green,X18411.83,ARL15,54622
green,X18413.24,ARL4D,379
green,X18434.141,TBPL1,9519
green,X18821.9,C4A|C4B,NA
green,X18831.6,LRIG1,26018
green,X18833.76,PEA15,8682
green,X18837.9,SGTB,54557
green,X18839.24,TG,7038
green,X18842.24,UBE2D2,7322
green,X18859.7,EIF4EBP3,8637
green,X18863.176,CHST2,9435
green,X18870.1,CD3E,916
green,X18877.15,CNN2,1265
green,X18881.7,ADGRE5,976
green,X18882.7,CLSTN2,64084
green,X18886.28,DSCAML1,57453
green,X18887.7,ENTPD2,954
green,X18892.48,GPC4,2239
green,X18893.26,ADGRG1,9289
green,X18894.1,GPX2,2877
green,X18895.54,GSTM4,2948
green,X18904.23,CAMK4,814
green,X18905.5,KRT16,3868
green,X18910.45,LIN7A,8825
green,X18917.53,AMY2A,279
green,X18921.30,PHEX,5251
green,X18922.27,CD68,968
green,X18925.24,PSMA5,5686
green,X18930.28,SLIT2,9353
green,X18933.4,TGM4,7047
green,X18935.14,TLR5,7100
green,X18947.3,LRRC3B,116135
green,X19110.6,MEMO1,51072
green,X19113.66,SH3BGRL2,83699
green,X19115.13,CMBL,134147
green,X19117.3,PPP1R14A,94274
green,X19119.10,DDIT3,1649
green,X19120.33,DAO,1610
green,X19121.3,UBQLN2,29978
green,X19125.26,PRKAR2A,5576
green,X19134.66,POLR2K,5440
green,X19136.22,ALDH6A1,4329
green,X19139.3,HSF2BP,11077
green,X19143.38,CYB5R2,51700
green,X19152.4,PPP1R2,5504
green,X19153.53,MPPED2,744
green,X19154.41,SERPINE2,5270
green,X19158.1,PCLAF,9768
green,X19175.18,MARCKSL1,65108
green,X19194.9,DTD1,92675
green,X19196.73,HOPX,84525
green,X19208.8,ACVR2A,92
green,X19215.7,NDRG1,10397
green,X19219.71,NUTF2,10204
green,X19223.6,RAB1A,5861
green,X19227.18,BATF,10538
green,X19228.11,BAG2,9532
green,X19229.92,HOMER1,9456
green,X19231.22,PTP4A3,11156
green,X19233.75,ATOX1,475
green,X19238.12,GLUL,2752
green,X19252.67,PSMB2,5690
green,X19255.124,NXT2,55916
green,X19261.12,SDCBP2,27111
green,X19267.14,HAGH,3029
green,X19271.64,GNAI1,2770
green,X19272.9,PEF1,553115
green,X19273.3,GSR,2936
green,X19279.42,RBP1,5947
green,X19280.29,UBE2D3,7323
green,X19282.3,RAB13,5872
green,X19289.29,UROD,7389
green,X19290.5,HPRT1,3251
green,X19291.2,CASQ2,845
green,X19293.6,VPS26A,9559
green,X19303.64,PET117,100303755
green,X19311.15,CRYGS,1427
green,X19317.114,ACP3,55
green,X19329.31,HIPK3,10114
green,X19334.62,TXNDC12,51060
green,X19335.2,JPT1,51155
green,X19360.22,LRRTM1,347730
green,X19361.78,MATN3,4148
green,X19365.11,BCAT2,587
green,X19367.34,ECI1,1632
green,X19369.17,KAT2A,2648
green,X19370.30,HS3ST4,9951
green,X19372.7,MDGA2,161357
green,X19377.14,OLFM2,93145
green,X19381.7,RGS21,431704
green,X19388.2,CDH12,1010
green,X19392.6,DDAH1,23576
green,X19438.68,SYF2,25949
green,X19503.2,SNX3,8724
green,X19523.215,PARK7,11315
green,X19553.14,STX1A,6804
green,X19555.1,SUMO2,6613
green,X19558.10,LRP4,4038
green,X19560.23,PLXNA4,91584
green,X19561.216,PLXND1,23129
green,X19563.3,SEZ6L,23544
green,X19567.1,EGFR,1956
green,X19570.12,FGF8,2253
green,X19581.15,IGFBP5,3488
green,X19590.46,SFTPD,6441
green,X19596.18,BRF1,2972
green,X19602.36,JUND,3727
green,X19615.213,NT5C3A,51251
green,X19620.16,DLG2,1740
green,X19623.26,RPSA,3921
green,X19630.2,SNCG,6623
green,X19631.13,KNG1,3827
green,X19636.23,HLA-G,3135
green,X19637.9,CRH,1392
green,X19638.9,PDYN,5173
green,X19640.2,PTH,5741
green,X19742.3,SEPTIN5,5413
green,X19787.14,MERTK,10461
green,X19797.4,KAT2A,2648
green,X19802.22,EBAG9,9166
green,X20056.7,FZD10,11211
green,X20057.177,ASF1B,55723
green,X20066.19,FZD5,7855
green,X20069.23,GLYATL2,219970
green,X20074.3,LAMA3,3909
green,X20081.14,PIM2,11040
green,X20087.3,SELENOF,9403
green,X20091.138,EFNA1,1942
green,X20093.9,VCAM1,7412
green,X20103.176,OGG1,4968
green,X20106.80,DCPS,28960
green,X20111.5,BASP1,10409
green,X20117.5,EIF4EBP2,1979
green,X20120.101,AMIGO1,57463
green,X20126.19,GFAP,2670
green,X20134.27,MARCO,8685
green,X20139.57,SH3GL2,6456
green,X20161.41,NCAM1,4684
green,X20173.39,CAPN9,10753
green,X20175.17,COL9A3,1299
green,X20183.48,MEOX1,4222
green,X20185.44,DLAT,1737
green,X20187.10,ITGAV|ITGB3,NA
green,X20195.13,IFIH1,64135
green,X20197.14,VSNL1,7447
green,X20215.45,ITGAV|ITGB1,NA
green,X20231.23,UPP2,151531
green,X20237.38,OAT,4942
green,X20370.6,ACYP1,97
green,X20385.21,CPTP,80772
green,X20387.277,CHCHD7,79145
green,X20388.8,TSR2,90121
green,X20389.36,IMMP2L,83943
green,X20390.4,HMGN3,9324
green,X20399.7,OXLD1,339229
green,X20423.40,CIB1,10519
green,X20430.8,NPPC,4880
green,X20434.23,PCP4L1,654790
green,X20445.29,AP1AR,55435
green,X20457.13,COA4,51287
green,X20463.315,IMPACT,55364
green,X20512.2,MCAM,4162
green,X20514.8,BAMBI,25805
green,X20516.11,SCN3B,55800
green,X20517.1,DSG2,1829
green,X20520.14,FAM3C,10447
green,X20521.83,CD28,940
green,X20522.2,IL1RAPL1,11141
green,X20524.38,NRG3,10718
green,X20525.200,PDIA4,9601
green,X20526.3,RAET1L,154064
green,X20527.47,SEMA5B,54437
green,X20528.23,CD68,968
green,X20530.2,SEMA6D,80031
green,X20531.5,SLAMF9,89886
green,X20533.39,IL12A|EBI3,NA
green,X20536.11,ESAM,90952
green,X20538.71,SIGLEC11,114132
green,X20540.65,SEMA4G,57715
green,X20544.103,GRIK2,2898
green,X20546.71,RTN4RL1,146760
green,X20547.5,CHRNB3,1142
green,X20549.1,IZUMO4,113177
green,X20550.38,NTM,50863
green,X20558.4,EPHA8,2046
green,X20561.15,CNTN6,27255
green,X20564.53,THY1,7070
green,X20568.3,FREM1,158326
green,X20572.6,MERTK,10461
green,X20574.8,CD81,975
green,X20575.82,CLEC9A,283420
green,X20576.71,FZD7,8324
green,X20577.5,FZD8,8325
green,X20578.10,ADGRL3,23284
green,X20579.50,MAG,4099
green,X20584.4,NECTIN1,5818
green,X20586.18,CNTN3,5067
green,X20589.5,CDH4,1002
green,X20590.13,NPY,4852
green,X20591.48,GLDN,342035
green,X20593.10,B3GALT5,10317
green,X20912.10,PUDP,8226
green,X20923.10,MDP1,145553
green,X20928.39,TCEAL7,56849
green,X20931.156,AUH,549
green,X20932.10,CCDC69,26112
green,X20934.13,RAB24,53917
green,X20936.8,TATDN3,128387
green,X20941.7,UBL3,5412
green,X20942.4,DNAJB8,165721
green,X20946.41,GTSF1,121355
green,X20950.159,PRTFDC1,56952
green,X20952.15,ECHDC1,55862
green,X20960.47,FUBP1,8880
green,X20964.13,RPS14,6208
green,X20967.137,PSMG4,389362
green,X20969.114,RYBP,23429
green,X20970.14,DBNDD1,79007
green,X20975.2,RCAN2,10231
green,X20987.21,SIX6,4990
green,X20993.13,BEND6,221336
green,X20998.19,NMRK2,27231
green,X21009.28,SNTN,132203
green,X21105.23,UNC119B,84747
green,X21108.5,CPPED1,55313
green,X21113.3,TIFA,92610
green,X21117.18,ZC4H2,55906
green,X21118.48,GCHFR,2644
green,X21119.1,CBR4,84869
green,X21120.3,NDUFAF2,91942
green,X21122.3,DBNDD2,55861
green,X21124.17,YAE1,57002
green,X21129.95,MAD2L1BP,9587
green,X21130.82,ITPK1,3705
green,X21131.109,TYW5,129450
green,X21133.33,CMC4,100272147
green,X21134.9,CREBZF,58487
green,X21136.1,PSMG2,56984
green,X21140.19,CAMLG,819
green,X21141.9,LRATD2,157638
green,X21146.187,TULP1,7287
green,X21152.25,EYA2,2139
green,X21167.33,PTPMT1,114971
green,X21172.11,TLNRD1,59274
green,X21173.25,ELAVL2,1993
green,X21180.16,PLCXD3,345557
green,X21182.8,TSEN15,116461
green,X21183.1,DUSP10,11221
green,X21189.9,NUBP1,4682
green,X21191.24,DUSP21,63904
green,X21193.1,TFB2M,64216
green,X21194.39,POU6F1,5463
green,X21206.218,HAX1,10456
green,X21207.1,COASY,80347
green,X21217.20,PHB2,11331
green,X21229.5,TMIGD2,126259
green,X21234.7,ASB13,79754
green,X21236.12,TMED9,54732
green,X21238.40,CDK5RAP3,80279
green,X21240.6,AMT,275
green,X21281.13,CAMK2N2,94032
green,X21282.21,TNIP1,10318
green,X21308.44,DHRS4,10901
green,X21317.25,NKIRAS1,28512
green,X21319.196,MRM1,79922
green,X21326.28,TBCC,6903
green,X21327.12,CYREN,78996
green,X21328.2,SYT1,6857
green,X21338.44,SIL1,64374
green,X21339.19,GPT2,84706
green,X21340.38,HLF,3131
green,X21342.25,RGS14,10636
green,X21345.93,RDH12,145226
green,X21349.2,STYX,6815
green,X21357.12,FBLIM1,54751
green,X21360.27,SPECC1,92521
green,X21373.8,QTRT2,79691
green,X21379.30,ETNK2,55224
green,X21384.2,FUCA1,2517
green,X21389.32,STK3,6788
green,X21391.17,CGB3,1082
green,X21392.15,MAGED1,9500
green,X21395.23,PCDH17,27253
green,X21397.21,PRTG,283659
green,X21429.50,THOP1,7064
green,X21433.3,BTN3A2,11118
green,X21441.20,TYRP1,7306
green,X21475.137,TXNL1,9352
green,X21483.155,PRKAR1A,5573
green,X21487.20,BLOC1S6,26258
green,X21495.134,GPR37,2861
green,X21497.32,HYOU1,10525
green,X21498.3,ALDH7A1,501
green,X21503.12,TSHR,7253
green,X21508.7,ST8SIA1,6489
green,X21509.29,GLT8D2,83468
green,X21515.61,AACS,65985
green,X21529.6,UBASH3A,53347
green,X21536.65,CPLX3,594855
green,X21546.20,ADGRD1,283383
green,X21547.6,FAM20C,56975
green,X21548.20,GGT5,2687
green,X21549.144,TECTB,6975
green,X21552.9,ACOX1,51
green,X21562.3,SCGB1D1,10648
green,X21563.3,PLA2G12A,81579
green,X21567.214,C1QTNF4,114900
green,X21569.49,STK10,6793
green,X21572.91,XYLT2,64132
green,X21595.8,CCDC43,124808
green,X21600.10,CTNNBIP1,56998
green,X21604.2,CUTA,51596
green,X21624.64,NKIRAS2,28511
green,X21649.12,STX17,55014
green,X21651.9,TXNL4A,10907
green,X21653.205,URM1,81605
green,X21655.18,CEP20,123811
green,X21661.82,FAM20C,56975
green,X21667.57,PDE1B,5153
green,X21674.132,BTN1A1,696
green,X21676.17,SERPINB2,5055
green,X21681.10,ADAM28,10863
green,X21685.29,DCC,1630
green,X21690.31,LRRC4,64101
green,X21696.80,LRFN4,78999
green,X21697.57,ADGRF2,NA
green,X21706.29,LILRA1,11024
green,X21707.15,C1QL3,389941
green,X21710.16,NLGN4Y,22829
green,X21711.86,ADGRB1,575
green,X21713.11,RELN,5649
green,X21720.13,FUT11,NA
green,X21721.6,CHST10,9486
green,X21722.21,GALNT4,8693
green,X21724.22,GALNS,2588
green,X21733.11,OGT,8473
green,X21734.36,C1GALT1|C1GALT1C1,NA
green,X21736.60,HS2ST1,9653
green,X21739.7,GNE,10020
green,X21742.43,OTUD7B,56957
green,X21752.10,RHOT1,55288
green,X21754.5,ZRANB1,54764
green,X21755.27,USP12,219333
green,X21758.65,SENP2,59343
green,X21761.213,USP46,64854
green,X21764.99,USP30,84749
green,X21765.10,CYLD,1540
green,X21766.50,SGSH,6448
green,X21767.129,GALNT14,79623
green,X21770.18,B3GAT1,27087
green,X21771.47,MGAT3,4248
green,X21780.15,ABHD4,63874
green,X21781.9,ACY3,91703
green,X2182.54,C4A|C4B,NA
green,X21823.5,PPM1G,5496
green,X21849.2,UBQLN3,50613
green,X21875.31,ZFAND3,60685
green,X21887.2,CBLN2,147381
green,X21889.2,GGCT,79017
green,X21891.31,FBLN7,129804
green,X21916.82,OTULIN,90268
green,X21935.16,UBE2H,7328
green,X21942.14,WNT16,51384
green,X21945.4,WNT5B,81029
green,X21955.36,BAG6,7917
green,X21967.20,HSD11B1,3290
green,X21979.12,ITGA6,3655
green,X21979.8,ITGA6,3655
green,X21981.2,ITGAM,3684
green,X21987.76,LPL,4023
green,X21999.61,NUCB2,4925
green,X22003.4,PON2,5445
green,X2201.17,COL18A1,80781
green,X22013.6,RASSF2,9770
green,X22019.21,SH2B3,10019
green,X22033.32,WAS,7454
green,X22045.8,SUMO4,387082
green,X22059.56,PALMD,54873
green,X22070.5,ARHGEF16,27237
green,X22074.35,RBFOX1,54715
green,X22077.46,ATP23,91419
green,X22078.4,TAT,6898
green,X22085.86,BMI1,648
green,X22088.3,BTG1,694
green,X22094.15,C2orf73,NA
green,X22099.1,C4orf36,132989
green,X22103.25,CDK20,23552
green,X22104.39,CDX1,1044
green,X22113.2,COQ6,51004
green,X22115.2,CREBL2,1389
green,X22121.43,DCAF12,25853
green,X22123.15,DLX2,1746
green,X22128.8,ELK4,2005
green,X22129.55,ELL3,80237
green,X22136.9,EXOG,9941
green,X22142.4,FAM86B1,85002
green,X22144.65,FBXO48,554251
green,X22149.2,FUNDC1,139341
green,X22151.48,GSC2,2928
green,X22152.162,GALNT9,50614
green,X22154.37,GATAD1,57798
green,X22363.31,ADAT1,23536
green,X22365.52,ATF5,22809
green,X22375.15,HOXA11,3207
green,X22378.2,KRT34,3885
green,X22385.2,PWWP3A,84939
green,X22397.2,XBP1,7494
green,X22398.5,ANP32C,NA
green,X22401.26,GUCA1B,2979
green,X22430.15,CHN1,1123
green,X22445.2,CABP5,56344
green,X22469.103,HMX2,3167
green,X22481.15,IQCD,NA
green,X22485.1,KCTD7,154881
green,X22488.17,KLF9,687
green,X22490.16,LCNL1,401562
green,X22496.21,LYRM1,57149
green,X22500.9,MED11,400569
green,X22504.3,N4BP2L2,10443
green,X22506.25,NAA20,51126
green,X22509.9,NDUFAF5,79133
green,X22510.6,NFE2L2,4780
green,X22514.12,NKD2,85409
green,X22527.4,PDLIM3,27295
green,X22528.1,PHF11,51131
green,X22530.111,PHYHD1,254295
green,X22534.14,PPP4C,5531
green,X22536.1,PPP1R42,286187
green,X22541.46,GINS1,9837
green,X22561.3,LYPD8,646627
green,X22563.4,KIRREL1,55243
green,X22564.5,LDLRAD3,143458
green,X22569.55,TGFBR1,7046
green,X22572.19,PGA4,643847
green,X22576.1,CD209,30835
green,X22576.2,CD209,30835
green,X22578.17,ROBO2,6092
green,X22579.93,NRXN1,9378
green,X22583.47,ULBP2,80328
green,X22584.2,LRP6,4040
green,X22585.5,FZD4,8322
green,X22586.24,BTN2A2,10385
green,X22587.37,EPHA6,285220
green,X22588.35,ADGRB2,576
green,X22589.3,FZD2,2535
green,X22590.68,FZD1,8321
green,X22591.4,FZD9,8326
green,X22772.125,SAMM50,25813
green,X22782.80,SPC25,57405
green,X22784.4,SPATA22,84690
green,X22786.57,SPATA46,284680
green,X22787.39,SPANXN3,139067
green,X22805.18,THAP11,57215
green,X22811.5,TMA16,55319
green,X22816.4,TRIM54,57159
green,X22817.126,TRIM9,114088
green,X22844.4,ZSWIM7,125150
green,X22847.18,STK4,6789
green,X22946.55,SNTA1,6640
green,X22950.6,BTN3A3,10384
green,X22955.28,RBP1,5947
green,X22959.32,DKK4,27121
green,X22966.20,GABARAP,11337
green,X22968.9,GAGE2D,729408
green,X22981.3,HPCAL1,3241
green,X22989.24,LIN7A,8825
green,X22991.9,MAGEA6,4105
green,X22992.6,MAPRE3,22924
green,X23000.22,NLGN1,22871
green,X23002.27,NXPH1,30010
green,X23017.17,RCN3,57333
green,X23022.5,GDI1,2664
green,X23023.21,S100A14,57402
green,X23024.25,SAR1A,56681
green,X23030.4,SIGLEC5,8778
green,X23031.6,SIRT2,22933
green,X23034.13,SORCS3,22986
green,X23037.37,UBE2D3,7323
green,X23038.63,UNC5B,219699
green,X23148.100,LIPG,9388
green,X23164.8,MPC1,51660
green,X23176.17,DAG1,1605
green,X23200.25,C1QTNF4,114900
green,X23202.78,ART5,116969
green,X23212.8,EURL,NA
green,X23224.11,RGN,9104
green,X23225.26,TRIM62,55223
green,X23241.27,TIMM10B,26515
green,X23245.5,SPATC1L,84221
green,X23253.5,COMTD1,118881
green,X23258.56,COA7,65260
green,X23259.23,EEF1AKMT1,221143
green,X23262.11,CRYBB3,1417
green,X23267.5,KCTD6,200845
green,X23275.9,SSPN,8082
green,X23276.14,C2orf68,388969
green,X23280.9,AKIRIN2,55122
green,X23289.25,NEUROG1,4762
green,X23292.1,CEP112,201134
green,X23296.29,SFRP5,6425
green,X2330.2,CXCL12,6387
green,X23302.19,AKT1S1,84335
green,X23309.11,PSMC3IP,29893
green,X23310.51,RAB38,23682
green,X23314.46,CCDC103,NA
green,X23315.30,FAM9B,171483
green,X23320.11,MVB12B,89853
green,X23322.2,MSC,9242
green,X23323.25,DUPD1,NA
green,X23324.6,HSPB3,8988
green,X23325.18,BMERB1,89927
green,X23327.1,BORCS5,118426
green,X23334.21,LCE3C,353144
green,X23335.31,None,NA
green,X23339.46,TCF24,100129654
green,X23365.7,FNDC8,54752
green,X23371.5,NIF3L1,60491
green,X23374.42,NECAB3,63941
green,X23379.60,C16orf72,NA
green,X23384.19,KCTD17,79734
green,X23389.28,FAHD2A,51011
green,X23393.56,ABHD5,51099
green,X23394.125,GAS2,2620
green,X23396.21,TWF2,11344
green,X23402.147,GDAP1L1,78997
green,X23403.64,CDC42EP4,23580
green,X23405.33,HORMAD2,150280
green,X23408.1,SNX16,64089
green,X23409.83,SYAP1,94056
green,X23410.46,EIF3M,10480
green,X23414.12,ZNF483,158399
green,X23425.19,ERMN,57471
green,X23426.1,VCX,26609
green,X23524.2,NTAN1,123803
green,X23528.199,PHYHIPL,84457
green,X23537.4,SP6,80320
green,X23543.92,TRUB1,142940
green,X23546.9,HAGHL,84264
green,X23557.110,CAPZB,832
green,X23559.10,DDRGK1,65992
green,X23568.41,MEIS2,4212
green,X23576.46,BEX4,56271
green,X2358.19,FLT4,2324
green,X23588.9,HSDL2,84263
green,X23596.17,CCDC89,220388
green,X23623.48,NUDT11,55190
green,X23624.34,PSENEN,55851
green,X23649.6,KLHL2,11275
green,X23650.2,DMTN,2039
green,X23652.15,PIPOX,51268
green,X23656.9,PUS7,54517
green,X23672.10,PSMD6,9861
green,X23678.132,SOX10,6663
green,X23682.79,HENMT1,113802
green,X23705.42,CTPS1,1503
green,X23903.3,GOT2,2806
green,X23929.159,PRRT2,112476
green,X24013.6,GRM4,2914
green,X24023.35,PROCR,10544
green,X24027.32,IFNE,338376
green,X24215.8,PRRX1,5396
green,X24222.10,NELFA,7469
green,X24226.30,FSCN1,6624
green,X24236.46,VAT1L,57687
green,X24237.115,CACNB3,784
green,X24260.4,SETD3,84193
green,X24278.4,USP3,9960
green,X24290.5,C20orf202,400831
green,X24293.39,SCP2,6342
green,X24304.3,CRACR2A,84766
green,X24319.19,CRPPA,729920
green,X24320.3,TRIM72,493829
green,X24323.43,BROX,148362
green,X2436.49,CXCL16,58191
green,X24409.2,RDH13,112724
green,X24412.1,SYCE1L,100130958
green,X24422.36,SPATA24,202051
green,X24424.25,TBC1D25,4943
green,X24426.191,CTNNA1,1495
green,X24428.76,GDPD1,284161
green,X24434.16,PHYHIP,9796
green,X24435.1,DNM1,1759
green,X24437.6,YJEFN3,374887
green,X24443.8,MORF4L2,9643
green,X24445.38,AFAP1L2,84632
green,X24447.26,FAM221A,340277
green,X24454.27,MTHFD2L,441024
green,X24455.2,ASAP3,55616
green,X24457.12,USF2,7392
green,X24462.4,CNGB1,1258
green,X24463.1,NDRG2,57447
green,X24469.10,LPIN1,23175
green,X24470.20,PCBP3,54039
green,X24474.12,TTC9,23508
green,X24486.1,BCL11A,53335
green,X24488.8,HID1,283987
green,X24490.16,THAP4,51078
green,X24499.36,LGSN,51557
green,X24635.25,TRAPPC6A,79090
green,X24637.3,TCEAL5,340543
green,X24645.2,BIN3,55909
green,X24649.11,NTAQ1,55093
green,X24664.3,EMC10,284361
green,X24669.12,DNAJC5B,85479
green,X24675.2,MAST4,375449
green,X2468.62,CCL20,6364
green,X24681.2,PSPH,5723
green,X24685.12,SNX11,29916
green,X24690.1,CABP2,51475
green,X24699.20,ARL6IP1,23204
green,X24701.21,DTNA,1837
green,X24702.31,CCDC149,91050
green,X24708.7,DHRS3,9249
green,X24711.21,SHOX,6473
green,X24713.4,MAGIX,79917
green,X24718.8,LRRC75A,388341
green,X24724.4,VPS26B,112936
green,X2475.1,KIT,3815
green,X2480.58,TIMP3,7078
green,X24891.54,EPS8L2,64787
green,X24892.8,SHCBP1L,81626
green,X24899.13,EPS8L1,54869
green,X24901.4,VIL1,7429
green,X24902.84,GPHN,10243
green,X24905.22,EOLA1,91966
green,X24907.3,PMPCA,23203
green,X24908.19,AMPH,273
green,X24914.10,EZH2,2146
green,X24915.123,CAPN13,92291
green,X24920.6,GLS,2744
green,X24929.26,SOX6,55553
green,X24938.7,AP2B1,163
green,X24940.3,IKBKB,3551
green,X24945.16,SNX27,81609
green,X24951.3,VAC14,55697
green,X24957.6,None,NA
green,X24967.4,PCDH1,5097
green,X24971.2,INPP5F,22876
green,X24975.3,FCRLA,84824
green,X24982.33,MPP5,NA
green,X25039.10,KLHL3,26249
green,X25043.74,OXCT1,5019
green,X25049.8,SCP2,6342
green,X25051.104,FTO,79068
green,X25052.3,CRLF3,51379
green,X25058.23,PITPNM3,83394
green,X25060.18,ME1,4199
green,X25064.34,INPP4A,3631
green,X25072.11,CHD1L,9557
green,X25082.3,WASL,8976
green,X25087.11,DTNA,1837
green,X25089.21,TRIM28,10155
green,X25091.83,SRGAP2,23380
green,X25099.4,CADPS2,93664
green,X25103.45,VPS53,55275
green,X25118.45,BICD1,636
green,X25121.7,NOMO2,283820
green,X2514.65,EFNB3,1949
green,X2515.14,GFRA2,2675
green,X2516.57,CCL21,6366
green,X25232.4,EHD3,30845
green,X25233.2,MPI,4351
green,X25235.2,DPH7,92715
green,X25240.1,EEF2KMT,196483
green,X25249.33,PDHA2,5161
green,X25257.162,OLIG1,116448
green,X25258.41,SPATA5,NA
green,X25259.7,CYBC1,79415
green,X25260.62,FAM219B,57184
green,X25276.32,RABL6,55684
green,X25279.44,NVL,4931
green,X25280.2,LIMD1,8994
green,X25285.14,KBTBD11,9920
green,X25286.33,RABGAP1L,9910
green,X25287.7,EIF4G1,1981
green,X25288.16,FMO3,2328
green,X25292.4,CES3,23491
green,X25301.48,DYRK1A,1859
green,X25409.5,CCDC140,151278
green,X25412.53,FXYD6,53826
green,X25413.80,GAGE2B,645037
green,X25419.59,SPANXN4,441525
green,X25424.234,SYT12,91683
green,X25444.29,INPP5A,3632
green,X25452.16,MSANTD2,79684
green,X25453.57,ROPN1B,152015
green,X25461.3,SAG,6295
green,X25463.3,PRKAR2B,5577
green,X25466.84,KMO,8564
green,X25468.5,SOX9,6662
green,X25472.12,BEGAIN,57596
green,X25482.5,NFIA,4774
green,X25488.6,PLEKHO2,80301
green,X25491.54,LNPK,80856
green,X25499.37,DDHD2,23259
green,X2570.72,IGFBP2,3485
green,X2575.5,LEP,3952
green,X2579.17,MMP9,4318
green,X2590.69,ROR1,4919
green,X25901.3,CRTC3,64784
green,X25912.131,FKBP1A,2280
green,X25913.17,FTH1,2495
green,X25921.3,INHA,3623
green,X25948.18,PKN2,5586
green,X25951.17,PRAME,23532
green,X25957.5,SRY,6736
green,X25962.51,WNK1,65125
green,X25964.12,C1QTNF4,114900
green,X2597.8,VEGFA,7422
green,X2602.2,ANGPT2,285
green,X2605.49,TNFRSF8,943
green,X2607.54,CRLF1|CLCF1,NA
green,X2611.72,TYRO3,7301
green,X2614.28,EFNA4,1945
green,X2615.60,EFNA5,1946
green,X2617.56,ERBB3,2065
green,X2618.10,ERBB4,2066
green,X2619.72,TACSTD2,4070
green,X2620.4,IL6ST,3572
green,X2630.12,IL1RAP,3556
green,X2635.61,LAYN,143903
green,X2637.77,MRC1,4360
green,X2638.12,CSF1R,1436
green,X2652.15,PLAUR,5329
green,X2654.19,TNFRSF1A,7132
green,X2658.27,NTRK3,4916
green,X2666.53,DCN,1634
green,X2677.1,EGFR,1956
green,X2681.23,HGF,3082
green,X2682.68,HSPD1,3329
green,X2685.21,IGFBP5,3488
green,X2711.6,CNTFR,1271
green,X2714.78,AIMP1,9255
green,X2728.62,TNC,3371
green,X2730.58,MICA,100507436
green,X2731.29,POR,5447
green,X2742.68,SIGLEC7,27036
green,X2747.3,ULBP3,79465
green,X2753.2,C1QA|C1QB|C1QC,NA
green,X2760.2,FAM107A,11170
green,X2761.49,FGF18,8817
green,X2762.30,FGF19,9965
green,X2765.4,GDF11|MSTN,NA
green,X2771.35,IGFBP1,3484
green,X2773.50,IL10,3586
green,X2778.10,IL22,50616
green,X2783.18,CCL3L1,6349
green,X2785.15,CCL8,6355
green,X2805.6,ACE2,59272
green,X2806.49,ACVR1B,91
green,X2809.25,ADAMTS4,9507
green,X2816.50,BCAM,4059
green,X2822.56,ADGRE5,976
green,X2826.53,EDA,1896
green,X2838.53,MMP17,4326
green,X2839.2,TNFSF4,7292
green,X2841.13,FRZB,2487
green,X2843.13,SPINT2,10653
green,X2848.2,WIF1,11197
green,X2859.69,HDAC8,55869
green,X2875.15,TBP,6908
green,X2889.37,CTF1,1489
green,X2890.59,CCL28,56477
green,X2939.10,ARTN,9048
green,X2942.50,CYCS,54205
green,X2943.5,CYP3A4,1576
green,X2944.66,NBL1,4681
green,X2950.57,IGFBP4,3487
green,X2953.31,CGA|LHB,NA
green,X2954.56,MMP8,4317
green,X2961.1,PROC,5624
green,X2962.50,PTHLH,5744
green,X2967.8,VCAM1,7412
green,X2968.61,TNFSF15,9966
green,X2972.57,BMP7,655
green,X2974.61,CNTN1,1272
green,X2975.19,CCN2,1490
green,X2977.7,EDAR,10913
green,X2981.9,ESAM,90952
green,X2992.59,IL17RA,23765
green,X2994.71,IL1RL2,8808
green,X2997.8,JAM2,58494
green,X2998.53,JAM3,83700
green,X2999.6,LSAMP,4045
green,X3007.7,SIGLEC9,27180
green,X3022.4,CTLA4,1493
green,X3026.5,CAST,831
green,X3029.52,CD209,30835
green,X3032.11,CGA|FSHB,NA
green,X3034.1,GFAP,2670
green,X3038.9,CXCL11,6373
green,X3045.72,PTN,5764
green,X3052.8,FASLG,356
green,X3059.50,TNFSF13B,10673
green,X3073.51,IL18BP,10068
green,X3083.71,EDA2R,60401
green,X3132.1,VEGFC,7424
green,X3152.57,TNFRSF1B,7133
